query,match,score
hương vanilla tổng hợp dùng trong thực phẩm,hương tổng hợp dùng trong thực phẩm,35.508198
hương vanilla tổng hợp dùng trong thực phẩm,hương liệu tổng hợp dùng trong thực phẩm,34.28571
hương vanilla tổng hợp dùng trong thực phẩm,hương sữa tổng hợp dùng trong thực phẩm,34.28571
hương vanilla tổng hợp dùng trong thực phẩm,tr hương tổng hợp dùng trong thực phẩm,34.28571
hương vanilla tổng hợp dùng trong thực phẩm,hương chanh tổng hợp dùng trong thực phẩm,34.28571
hương vanilla tổng hợp dùng trong thực phẩm,tổng hợp dùng trong thực phẩm,34.182728
hương vanilla tổng hợp dùng trong thực phẩm,hương cà phê tổng hợp dùng trong thực phẩm,33.14993
hương vanilla tổng hợp dùng trong thực phẩm,chất tạo hương tổng hợp dùng trong thực phẩm,33.14993
hương vanilla tổng hợp dùng trong thực phẩm,hương nước tương tổng hợp dùng trong thực phẩm,33.14993
hoặc ít hơn,hoặc ít hơn của,28.811876
hoặc ít hơn,hoặc ít hơn tinh bột ngô,26.342596
hoặc ít hơn,ít hơn,19.956852
hoặc ít hơn,chứa ít hơn,18.75874
hoặc ít hơn,hoặc,9.878432
hoặc ít hơn,hơn e6,9.21783
hoặc ít hơn,hoặc đậu nành,8.394096
hoặc ít hơn,hoặc dầu hạt mỡ,7.8075166
hoặc ít hơn,hoặc dầu hướng dương,7.8075166
canxi phosphat,canxi,8.393122
canxi phosphat,dicanxi phosphat,7.93411
canxi phosphat,dicalci phosphat,7.93411
canxi phosphat,tricanxi phosphat,7.93411
canxi phosphat,dikali phosphat,7.93411
canxi phosphat,dinatri phosphat,7.93411
canxi phosphat,magnesi phosphat,7.93411
canxi phosphat,magiê phosphat,7.93411
canxi phosphat,trical phosphat,7.93411
cà rốt đen,màu cà rốt đen,21.875269
cà rốt đen,cà rốt đen cô đặc,20.890057
cà rốt đen,nước ép cà rốt đen cô đặc,19.180243
cà rốt đen,cà rốt,15.360389
cà rốt đen,cà rốt sấy,14.412952
cà rốt đen,cà rốt khô,14.412952
cà rốt đen,bột cà rốt,14.412952
cà rốt đen,cà rốt tươi,14.412952
cà rốt đen,nước ép cà rốt,13.58065
adenosine e5' monophosphate,cytidine e5' monophosphate,16.779371
adenosine e5' monophosphate,disodium uridine e5' monophosphate,15.794653
adenosine e5' monophosphate,disodium guanosine e5' monophosphate,15.794653
adenosine e5' monophosphate,disodium inosine e5' monophosphate,15.794653
adenosine e5' monophosphate,dinatri e5',6.503048
adenosine e5' monophosphate,dinatri e5,6.503048
adenosine e5' monophosphate,disodium e5',6.503048
adenosine e5' monophosphate,disodium e5,6.503048
adenosine e5' monophosphate,e5 es03,6.503048
disodium uridine e5' monophosphate,disodium guanosine e5' monophosphate,22.619892
disodium uridine e5' monophosphate,disodium inosine e5' monophosphate,22.619892
disodium uridine e5' monophosphate,dinatri uridine e5 monophosphat,17.892706
disodium uridine e5' monophosphate,adenosine e5' monophosphate,16.779371
disodium uridine e5' monophosphate,cytidine e5' monophosphate,16.779371
disodium uridine e5' monophosphate,disodium e5',14.437159
disodium uridine e5' monophosphate,disodium e5,14.437159
disodium uridine e5' monophosphate,disodium e5' inosinate,13.352493
disodium uridine e5' monophosphate,disodium e5' guanylate,13.352493
các hạt,các hạt khác,11.539934
các hạt,có thể chứa các hạt,10.333829
các hạt,các loại hạt,10.173776
các hạt,hạt các loại,10.173776
các hạt,các loại hạt khác,9.4628315
các hạt,sản phẩm có thể chứa các hạt,9.364186
các hạt,có thể chứa các loại hạt,8.302476
các hạt,có thể có chứa lạc các loại hạt,7.3956094
các hạt,sản phẩm có thể có các loại hạt,7.3956094
chứa e10 cfu,chứa,5.060647
chứa e10 cfu,có chứa,4.6495543
chứa e10 cfu,chứa sữa,4.6495543
chứa e10 cfu,chứa gluten,4.6495543
chứa e10 cfu,chứa màu,4.6495543
chứa e10 cfu,chứa phenylalanine,4.6495543
chứa e10 cfu,am chứa,4.6495543
chứa e10 cfu,có chứa sữa,4.300233
chứa e10 cfu,có chứa gluten,4.300233
hành tây sấy,bột hành tây sấy rang,19.606403
hành tây sấy,hành tây,14.393434
hành tây sấy,ngò tây sấy,13.664378
hành tây sấy,bột hành tây,13.524445
hành tây sấy,dầu hành tây,13.524445
hành tây sấy,hành tây e0,13.524445
hành tây sấy,chiết xuất hành tây,12.759139
hành tây sấy,bột hành tây rang,12.759139
hành tây sấy,hành sấy,12.44926
màu nghệ,màu củ nghệ sốt rabokki,11.431995
màu nghệ,nghệ,9.878432
màu nghệ,bột nghệ,9.075975
màu nghệ,nghệ tây,9.075975
màu nghệ,củ nghệ,9.075975
màu nghệ,chiết xuất nghệ,8.394096
màu nghệ,bột củ nghệ,8.394096
màu nghệ,tinh bột nghệ,8.394096
màu nghệ,chất điều bột nghệ,7.8075166
dầu mù tạt,mù tạt,20.765034
dầu mù tạt,bột mù tạt,19.519476
dầu mù tạt,hạt mù tạt,19.519476
dầu mù tạt,chiết xuất hạt mù tạt,17.445894
dầu mù tạt,on sản phẩm chứa mù tạt,16.57214
dầu mù tạt,sản phẩm có thể chứa mù tạt,15.784716
dầu mù tạt,dầu mù tạc,14.283729
dầu mù tạt,mù tạc,9.21783
dầu mù tạt,từ dầu thầu dầu,5.499526
dinatri inosin 5' monophotphat,dinatri inosin 5 monophotphat,39.77261
dinatri inosin 5' monophotphat,dinatri guanosin 5' monophotphat,24.474731
dinatri inosin 5' monophotphat,dinatri uridin 5' monophotphat,24.474731
dinatri inosin 5' monophotphat,dinatri uridin 5 monophotphat,24.474731
dinatri inosin 5' monophotphat,dinatri inosin e5 monophosphat,17.11475
dinatri inosin 5' monophotphat,monophotphat,10.618261
dinatri inosin 5' monophotphat,5,9.490734
dinatri inosin 5' monophotphat,5',9.490734
dinatri inosin 5' monophotphat,dinati inosin e5 monophosphat,8.840605
disodium guanosine e5' monophosphate,disodium uridine e5' monophosphate,22.619892
disodium guanosine e5' monophosphate,disodium inosine e5' monophosphate,22.619892
disodium guanosine e5' monophosphate,adenosine e5' monophosphate,16.779371
disodium guanosine e5' monophosphate,cytidine e5' monophosphate,16.779371
disodium guanosine e5' monophosphate,disodium e5',14.437159
disodium guanosine e5' monophosphate,disodium e5,14.437159
disodium guanosine e5' monophosphate,disodium e5' inosinate,13.352493
disodium guanosine e5' monophosphate,disodium e5' guanylate,13.352493
disodium guanosine e5' monophosphate,disodium e5' ribonucleotides,13.352493
axít adenosin 5' monophotphoric,axit adenosin 5' monophotphoric,30.723988
axít adenosin 5' monophotphoric,axít cytidin 5' monophotphoric,26.558348
axít adenosin 5' monophotphoric,axit cytidin 5' monophotphoric,18.493187
axít adenosin 5' monophotphoric,5,9.490734
axít adenosin 5' monophotphoric,5',9.490734
axít adenosin 5' monophotphoric,axít folic,9.375477
axít adenosin 5' monophotphoric,axít citric,9.375477
axít adenosin 5' monophotphoric,adenosin e5 monophosphat,9.241746
axít adenosin 5' monophotphoric,adenosin e5' monophosphat,9.241746
cá hồi,hương cá hồi,14.276752
cá hồi,vây cá hồi,14.276752
cá hồi,cá hồi chile,14.276752
cá hồi,thịt cá hồi,14.276752
cá hồi,bột thịt cá hồi,13.442364
cá hồi,nước hầm xương cá hồi,12.70384
cá hồi,dầu cá hồi nhập khẩu giàu dha,11.453455
cá hồi,hồi,9.090391
cá hồi,tiểu hồi,8.35195
pectin,fruit pectin,9.992481
pectin,pectin quả,9.992481
pectin,pectin táo,9.992481
pectin,pectin trái cây,9.241746
sản phẩm có thể chứa lúa mì,sản phẩm có chứa lúa mì,29.128033
sản phẩm có thể chứa lúa mì,có thể chứa lúa mì,29.090858
sản phẩm có thể chứa lúa mì,sản phẩm có thể chứa,26.913456
sản phẩm có thể chứa lúa mì,sản phẩm có thành phần chứa lúa mì,26.84789
sản phẩm có thể chứa lúa mì,sản phẩm có chứa nguyên lúa mì,26.068329
sản phẩm có thể chứa lúa mì,sản phẩm có thể chứa sữa,25.89584
sản phẩm có thể chứa lúa mì,sản phẩm có thể chứa mè,25.89584
sản phẩm có thể chứa lúa mì,sản phẩm có thể chứa gluten,25.89584
sản phẩm có thể chứa lúa mì,sản phẩm có thể chứa trứng,25.89584
axít cytidin 5' monophotphoric,axit cytidin 5' monophotphoric,31.072123
axít cytidin 5' monophotphoric,axít adenosin 5' monophotphoric,26.558348
axít cytidin 5' monophotphoric,axit adenosin 5' monophotphoric,18.493187
axít cytidin 5' monophotphoric,cytidin e5 monophosphat,9.504801
axít cytidin 5' monophotphoric,cytidin e5' monophosphat,9.504801
axít cytidin 5' monophotphoric,5,9.490734
axít cytidin 5' monophotphoric,5',9.490734
axít cytidin 5' monophotphoric,axít folic,9.375477
axít cytidin 5' monophotphoric,axít citric,9.375477
kiwi,bột kiwi,10.633108
kiwi,nước ép kiwi,9.834243
fish oil,fish oil high dha,18.114182
fish oil,fish,10.875973
fish oil,fish meat,9.992481
fish oil,from fish,9.992481
fish oil,palm oil,8.19857
fish oil,coconut oil,8.19857
fish oil,sunflower oil,8.19857
fish oil,vegetable oil,8.19857
fish oil,soybean oil,8.19857
nước đường bắp,đường bắp,13.350383
nước đường bắp,nước đường,11.244026
nước đường bắp,nước đường fructose,10.563491
nước đường bắp,đường nước,10.202675
nước đường bắp,nước đường high fructose,9.96433
nước đường bắp,nước màu đường,9.436147
nước đường bắp,nước đường bột sửa gây,9.432257
nước đường bắp,nước đường chất xơ hòa tan,8.956232
nước đường bắp,sữa nước đường chiết xuất lúa mạch,8.527569
hương rau tự nhiên,hương rau giống tự nhiên,17.290571
hương rau tự nhiên,hương rau củ tự nhiên,17.290571
hương rau tự nhiên,hương tự nhiên giống tự nhiên,12.606762
hương rau tự nhiên,hương tự nhiên,12.495657
hương rau tự nhiên,hương giống hương tự nhiên,11.988817
hương rau tự nhiên,hương liệu tự nhiên,11.751296
hương rau tự nhiên,hương giống tự nhiên,11.751296
hương rau tự nhiên,hương chanh tự nhiên,11.751296
hương rau tự nhiên,hương vani tự nhiên,11.751296
tổ yến thiên nhiên,tổ yến thiên nhiên làm sạch,32.53093
tổ yến thiên nhiên,tổ yến,19.051285
tổ yến thiên nhiên,tổ yến chưng,17.945913
tổ yến thiên nhiên,tổ yến tinh chế,16.967766
tổ yến thiên nhiên,tổ yến sấy thăng hoa,16.0952
tổ yến thiên nhiên,hương tổ yến tổng hợp,16.0952
tổ yến thiên nhiên,nước khoáng thiên nhiên,14.372435
tổ yến thiên nhiên,nước khoáng thiên nhiên không ga vĩnh hảo,11.930876
tổ yến thiên nhiên,tự thiên,9.552878
cà phê rang xay,cà phê rang xay nhuyễn,30.18375
cà phê rang xay,cà phê rang xay mịn,30.18375
cà phê rang xay,nước cốt hỗn hợp cà phê rang xay,26.838385
cà phê rang xay,bột cà phê rang xay nhuyễn có thể lắng dưới đáy ly,23.435318
cà phê rang xay,cả phê rang xay nhuyễn,23.01056
cà phê rang xay,robusta rang xay nhuyễn,15.20053
cà phê rang xay,cà phê,14.636363
cà phê rang xay,hương cà phê,13.743322
cà phê rang xay,bột cà phê,13.743322
rrr alpha tocopheryl acetat,dl alpha tocopheryl acetat,31.051167
rrr alpha tocopheryl acetat,rrr a tocopheryl acetat,29.325817
rrr alpha tocopheryl acetat,dl alpha tocopheryl axetat,19.044527
rrr alpha tocopheryl acetat,retinyl acetat,9.755705
rrr alpha tocopheryl acetat,alpha amylase,9.21783
rrr alpha tocopheryl acetat,vitamin e acetat,9.0227585
rrr alpha tocopheryl acetat,vitamin a acetat,9.0227585
rrr alpha tocopheryl acetat,dl alpha tocopherol,8.525293
rrr alpha tocopheryl acetat,d alpha tocopherol,8.525293
collagen,ruột collagen,8.947035
collagen,collagen cá,8.947035
collagen,vỏ collagen,8.947035
collagen,màng bọc collagen,8.274843
collagen,vỏ bọc collagen,8.274843
collagen,collagen tuýp i,8.274843
collagen,collagen thuỷ phân,8.274843
collagen,vỏ bọc cellulose hoặc collagen,7.193887
collagen,vỏ bọc xúc xích bằng collagen,6.7528214
natri bicarbonate,sodium bicarbonate,9.755705
natri bicarbonate,ammonium bicarbonate,9.755705
natri bicarbonate,bicarbonate d'ammonium,9.755705
natri bicarbonate,bicarbonate de sodium,9.0227585
natri bicarbonate,natri,7.874053
natri bicarbonate,sodium bicarbonate ín e500_i mầu,7.8441005
natri bicarbonate,natri selenit,7.234418
natri bicarbonate,natri citrat,7.234418
natri bicarbonate,natri clorid,7.234418
protein từ sữa,protein từ lúa,12.729248
protein từ sữa,protein từ lúa mì,12.046603
protein từ sữa,protein từ thực vật,12.046603
protein từ sữa,protein sữa,11.94283
protein từ sữa,chứa protein sữa,11.045565
protein từ sữa,từ sữa,10.602551
protein từ sữa,protein sữa cô đặc,10.273701
protein từ sữa,sữa bột từ sữa bò,10.134683
protein từ sữa,từ sữa bò,9.969308
kẽm gluconat,gluconat,11.57324
kẽm gluconat,đồng gluconat,10.633108
kẽm gluconat,kẽm,9.181163
kẽm gluconat,kẽm sulfat,8.435348
kẽm gluconat,kẽm sunphat,8.435348
kẽm gluconat,kẽm oxyd,8.435348
kẽm gluconat,kẽm sulphat,8.435348
kẽm gluconat,oxit kẽm,8.435348
kẽm gluconat,kẽm lactat,8.435348
hương caramen tự nhiên,màu caramen tự nhiên,17.37857
hương caramen tự nhiên,phẩm màu caramen tự nhiên,16.640795
hương caramen tự nhiên,chất tạo màu caramen tự nhiên nhóm i,14.784554
hương caramen tự nhiên,caramen nhóm i tự nhiên,13.952665
hương caramen tự nhiên,màu tự nhiên caramen nguyên chất,13.191998
hương caramen tự nhiên,hương tự nhiên giống tự nhiên,12.606762
hương caramen tự nhiên,gồm màu tự nhiên caramen nhóm i,12.51214
hương caramen tự nhiên,hương tự nhiên,12.495657
hương caramen tự nhiên,hương giống hương tự nhiên,11.988817
mct,bột béo mct,9.834243
mct,chất béo mct,9.834243
lactulose syrup,lactulose,12.092312
lactulose syrup,syrup,9.181163
lactulose syrup,glucose syrup,8.435348
lactulose syrup,maltose syrup,8.435348
lactulose syrup,corn syrup,8.435348
lactulose syrup,syrup đường,8.435348
lactulose syrup,sorbitol syrup,8.435348
lactulose syrup,fructo syrup,8.435348
lactulose syrup,oligofructose syrup,8.435348
muối nhũ hóa,muối chất nhũ hóa,18.297464
muối nhũ hóa,nhũ hóa,14.5659
muối nhũ hóa,chất nhũ hóa,13.7125025
muối nhũ hóa,dầu nhũ hóa,13.7125025
muối nhũ hóa,chat nhũ hóa,13.7125025
muối nhũ hóa,chất nhũ hóa lecithin,12.958223
muối nhũ hóa,chất nhũ hóa mono,12.958223
muối nhũ hóa,chất nhũ hóa ii,12.958223
muối nhũ hóa,chất nhũ hóa cinaligosacchand,12.958223
chất làm dãy,chất làm dày,11.128947
chất làm dãy,chất làm dầy,11.128947
chất làm dãy,chất làm ẩm,11.128947
chất làm dãy,chất làm bóng,11.128947
chất làm dãy,chất làm đầy,11.128947
chất làm dãy,chất làm rắn,11.128947
chất làm dãy,chất làm đặc,11.128947
chất làm dãy,chất làm dây,11.128947
chất làm dãy,chất làm âm,11.128947
sữa đậu nành,có chứa sữa đậu nành,15.1818695
sữa đậu nành,đậu nành,11.348698
sữa đậu nành,dầu đậu nành,10.661217
sữa đậu nành,đạm đậu nành,10.661217
sữa đậu nành,protein đậu nành,10.661217
sữa đậu nành,bột đậu nành,10.661217
sữa đậu nành,từ đậu nành,10.661217
sữa đậu nành,lecitin đậu nành,10.661217
sữa đậu nành,tương đậu nành,10.661217
muối xay,tỏi xay,7.8750453
muối xay,đường xay,7.8750453
muối xay,thịt gà xay,7.2833924
muối xay,tiêu trắng xay,7.2833924
muối xay,hạt ngò xay,7.2833924
muối xay,xoài xay nhuyễn,7.2833924
muối xay,thịt cá xay,7.2833924
muối xay,táo xay nhuyễn,7.2833924
muối xay,thịt heo xay,7.2833924
ruốc tươi,ruốc,9.878432
ruốc tươi,mắm ruốc,9.075975
ruốc tươi,con ruốc,9.075975
ruốc tươi,ruốc muối,9.075975
ruốc tươi,ruốc khô,9.075975
ruốc tươi,ruốc sấy,9.075975
ruốc tươi,ruốc thịt gà,8.394096
ruốc tươi,mắm ruốc huế,8.394096
ruốc tươi,con ruốc sấy,8.394096
calci d pantothenate,canxi d pantothenate,18.896416
calci d pantothenate,calci d pantothenat,17.464397
calci d pantothenate,canxi pantothenate,10.633108
calci d pantothenate,calci,9.609461
calci d pantothenate,calci carbonat,8.828854
calci d pantothenate,calci sữa,8.828854
calci d pantothenate,calci phosphat,8.828854
calci d pantothenate,calci citrat,8.828854
calci d pantothenate,calci carbonate,8.828854
phẩm màu  tự nhiên,phẩm màu tự nhiên,20.279495
phẩm màu  tự nhiên,phẩm màu tự nhiên caramel,19.448656
phẩm màu  tự nhiên,phẩm màu curcumin tự nhiên,16.953354
phẩm màu  tự nhiên,phẩm màu caramen tự nhiên,16.953354
phẩm màu  tự nhiên,màu tự nhiên dùng cho thực phẩm,16.26546
phẩm màu  tự nhiên,thực phẩm màu dầu tự nhiên,16.09986
phẩm màu  tự nhiên,phẩm màu paprika oleoresin tự nhiên,16.09986
phẩm màu  tự nhiên,màu thực phẩm tự nhiên,15.858297
phẩm màu  tự nhiên,màu tự nhiên,15.762804
disodium inosine e5' monophosphate,disodium uridine e5' monophosphate,22.619892
disodium inosine e5' monophosphate,disodium guanosine e5' monophosphate,22.619892
disodium inosine e5' monophosphate,adenosine e5' monophosphate,16.779371
disodium inosine e5' monophosphate,cytidine e5' monophosphate,16.779371
disodium inosine e5' monophosphate,disodium e5',14.437159
disodium inosine e5' monophosphate,disodium e5,14.437159
disodium inosine e5' monophosphate,disodium e5' inosinate,13.352493
disodium inosine e5' monophosphate,disodium e5' guanylate,13.352493
disodium inosine e5' monophosphate,disodium e5' ribonucleotides,13.352493
ruốc thịt gà,thịt gà,13.229998
ruốc thịt gà,bột thịt gà,12.425342
ruốc thịt gà,thịt gà tươi,12.425342
ruốc thịt gà,thịt gà xay,12.425342
ruốc thịt gà,gói thịt gà,12.425342
ruốc thịt gà,thịt gà xé,12.425342
ruốc thịt gà,thịt gà sấy,12.425342
ruốc thịt gà,thịt gà cắt,12.425342
ruốc thịt gà,hương thịt gà,12.425342
cytidine e5' monophosphate,adenosine e5' monophosphate,16.779371
cytidine e5' monophosphate,disodium uridine e5' monophosphate,15.794653
cytidine e5' monophosphate,disodium guanosine e5' monophosphate,15.794653
cytidine e5' monophosphate,disodium inosine e5' monophosphate,15.794653
cytidine e5' monophosphate,dinatri e5',6.503048
cytidine e5' monophosphate,dinatri e5,6.503048
cytidine e5' monophosphate,disodium e5',6.503048
cytidine e5' monophosphate,disodium e5,6.503048
cytidine e5' monophosphate,e5 es03,6.503048
high fructose corn syrup,đường high fructose corn syrup,37.153057
high fructose corn syrup,high fructose,19.630224
high fructose corn syrup,corn syrup,19.474957
high fructose corn syrup,nước đường high fructose,17.478088
high fructose corn syrup,corn starch syrup,16.195696
high fructose corn syrup,glucose fructose syrup,14.982124
high fructose corn syrup,corn,9.878432
high fructose corn syrup,syrup,9.181163
high fructose corn syrup,corn starch,9.075975
chất điều chỉnh độ acid acid malic,chất điều chỉnh độ acid,38.522408
chất điều chỉnh độ acid acid malic,chất điều chỉnh độ độ acid,36.932224
chất điều chỉnh độ acid acid malic,chứa chất điều chỉnh độ acid,36.92729
chất điều chỉnh độ acid acid malic,caramen nhóm má chất điều chỉnh độ acid,34.132526
chất điều chỉnh độ acid acid malic,chất điều chỉnh độ e acid,34.073315
chất điều chỉnh độ acid acid malic,blend baking powder b201 chất điều chỉnh độ acid,32.899273
chất điều chỉnh độ acid acid malic,chất điều chỉnh asifier hix độ acid,31.707386
chất điều chỉnh độ acid acid malic,chất đều chỉnh độ acid,29.792418
chất điều chỉnh độ acid acid malic,chất diễu chỉnh độ acid,29.792418
chiết xuất vani,chiết xuất vani tự nhiên,17.48659
chiết xuất vani,chiết xuất cá chiết xuất hành,10.8967705
chiết xuất vani,chiết xuất,10.765292
chiết xuất vani,chiết xuất ớt,10.12402
chiết xuất vani,chiết xuất men,10.12402
chiết xuất vani,chiết xuất táo,10.12402
chiết xuất vani,chiết xuất hào,10.12402
chiết xuất vani,chiết xuất tôm,10.12402
chiết xuất vani,chiết xuất mực,10.12402
tỏi hành,chiết xuất hành tỏi,11.988262
tỏi hành,gói hành tỏi phi,11.988262
tỏi hành,tỏi,8.393122
tỏi hành,bột tỏi,7.7113214
tỏi hành,tỏi tươi,7.7113214
tỏi hành,hương tỏi,7.7113214
tỏi hành,tỏi xay,7.7113214
tỏi hành,tỏi khô,7.7113214
tỏi hành,tỏi phi,7.7113214
caramen amoni sulfit,xử lý amoni sulfit,19.45369
caramen amoni sulfit,caramen amoni,18.581596
caramen amoni sulfit,sulfit,10.618261
caramen amoni sulfit,chất tạo màu tổng hợp caramen nhóm ii caramien amoni,10.336498
caramen amoni sulfit,xử lý amoni,9.241746
caramen amoni sulfit,có chứa sulfit,9.0227585
caramen amoni sulfit,sản phẩm có chứa sulfit,7.8441005
caramen amoni sulfit,caramen,7.685687
caramen amoni sulfit,màu caramen,7.0613537
gói riêu cua,hương riêu cua,20.67912
gói riêu cua,cua,9.181163
gói riêu cua,cua đồng,8.435348
gói riêu cua,bột cua,8.435348
gói riêu cua,tôm cua,8.435348
gói riêu cua,thịt cua,8.435348
gói riêu cua,bột cua đồng,7.801599
gói riêu cua,chiết xuất cua,7.801599
gói riêu cua,bột hương cua,7.801599
cá trích,đạm đậu nành trích ly,7.5383773
cá trích,dịch trích từ đậu nành hạt,7.0761905
cá trích,otpp được trích ly tối thiểu,7.0761905
cá trích,dịch trích từ hạt đậu nành,7.0761905
cá trích,dịch trích từ hạt đầu nành,7.0761905
cá trích,dịch trích ly từ đậu nành,7.0761905
cá trích,nước dịch trích từ đậu nành hạt,6.667404
cá trích,cá,6.1527596
cá trích,dầu cá,5.6529503
hương bạc hà chanh giống tự nhiên,hương bạc hà giống tự nhiên,32.929554
hương bạc hà chanh giống tự nhiên,hương bạc hà blueberry giống tự nhiên,31.566982
hương bạc hà chanh giống tự nhiên,hương bạc hà dâu giống tự nhiên,31.566982
hương bạc hà chanh giống tự nhiên,hương giống tự nhiên bạc hà,31.551235
hương bạc hà chanh giống tự nhiên,hương liệu bạc hà giống tự nhiên,30.157122
hương bạc hà chanh giống tự nhiên,hương bạc hà tự nhiên,26.870338
hương bạc hà chanh giống tự nhiên,hương chanh giống tự nhiên,26.866945
hương bạc hà chanh giống tự nhiên,hương bạc hà lục tự nhiên,25.609362
hương bạc hà chanh giống tự nhiên,hương bạc hà piemonte tự nhiên,25.609362
kali iođua,kali,7.8344946
kali iođua,kali iodid,7.198073
kali iođua,kali citrat,7.198073
kali iođua,kali iodat,7.198073
kali iođua,acesulfame kali,7.198073
kali iođua,kali clorua,7.198073
kali iođua,kali lodat,7.198073
kali iođua,kali carbonat,7.198073
kali iođua,kali iodua,7.198073
kali iodide,potassium iodide,11.110014
kali iodide,kali,7.8344946
kali iodide,kali iodid,7.198073
kali iodide,kali citrat,7.198073
kali iodide,kali iodat,7.198073
kali iodide,acesulfame kali,7.198073
kali iodide,kali clorua,7.198073
kali iodide,kali lodat,7.198073
kali iodide,kali carbonat,7.198073
lactis,bifidobacterium lactis,10.276905
lactis,chủng men lactococcus lactis,8.840605
lactis,bifidobacterium animalis subsp lactis hn019,8.263172
chiết xuất tảo biển,bột chiết xuất tảo biển,26.823948
chiết xuất tảo biển,chiết xuất tảo bẹ,18.500278
chiết xuất tảo biển,tảo biển,18.21912
chiết xuất tảo biển,bột chiết xuất tảo bẹ,17.609915
chiết xuất tảo biển,bột tảo biển,17.13529
chiết xuất tảo biển,tảo biển băm,17.13529
chiết xuất tảo biển,chiết xuất rong biển,16.49205
chiết xuất tảo biển,bột gia vị tảo biển,15.328419
chiết xuất tảo biển,bột gia vị tảo biển nori,14.566091
chà là,dịch quả chà là,17.787094
chà là,mảnh quả chà là,17.787094
chà là,chà bông gà,9.241746
chà là,chà bông tương đương,8.595932
chà là,thì là,7.818343
chà là,là dứa,7.818343
chà là,hành là sấy,7.2309504
chà là,chất là dầy,7.2309504
chà là,đen là tiêu,7.2309504
xưởng heo,lạp xưởng,11.110014
xưởng heo,heo,7.4252505
xưởng heo,thịt heo,6.822073
xưởng heo,mỡ heo,6.822073
xưởng heo,nạc heo,6.822073
xưởng heo,da heo,6.822073
xưởng heo,xương heo,6.822073
xưởng heo,gan heo,6.822073
xưởng heo,sườn heo,6.822073
omega e3,omega 3,11.110014
omega e3,theo tỉ lệ ủ chượp e3 cá,7.9009256
cá đồng,surimi cá đồng,14.203906
cá đồng,thịt cá đồng,14.203906
cá đồng,đồng,9.004663
cá đồng,đồng sulfat,8.273186
cá đồng,đồng sunphat,8.273186
cá đồng,cua đồng,8.273186
cá đồng,đồng sulphat,8.273186
cá đồng,đồng sulfate,8.273186
cá đồng,đồng sullet,8.273186
nước ép quả mâm xôi cô đặc,nước ép quả cô đặc,29.462843
nước ép quả mâm xôi cô đặc,nước ép hoa quả cô đặc,25.77968
nước ép quả mâm xôi cô đặc,mâm xôi,22.689342
nước ép quả mâm xôi cô đặc,nước ép cô đặc,22.64817
nước ép quả mâm xôi cô đặc,nước ép táo cô đặc,21.433285
nước ép quả mâm xôi cô đặc,nước ép chanh cô đặc,21.433285
nước ép quả mâm xôi cô đặc,nước ép dâu cô đặc,21.433285
nước ép quả mâm xôi cô đặc,nước ép cam cô đặc,21.433285
nước ép quả mâm xôi cô đặc,nước ép nho cô đặc,21.433285
lợn,thịt lợn,9.21783
lợn,mỡ lợn,9.21783
lợn,tai lợn,9.21783
lợn,bì lợn,9.21783
lợn,thịt lợn nạc,8.525293
lợn,sản phẩm không chứa bất kỳ gelatin lợn hay các thành phần từ lợn,7.0390496
lợn,sản phẩm này không chứa bất kỳ gelatin lợn hay các thành phần từ lợn,6.827293
lợn,sản phẩm này không chứa bất kỹ gelatin lợn hay các thành phân từ lợn,6.827293
acid,acid folic,6.570554
acid,acid malic,6.570554
acid,acid ascorbic,6.570554
acid,acid lactic,6.570554
acid,ascorbic acid,6.570554
acid,docosahexaenoic acid,6.570554
acid,acid docosahexaenoic,6.570554
acid,arachidonic acid,6.570554
acid,acetic acid,6.570554
chất tạo ngọt acesulfam kali tổng hợp,chất tạo ngọt tổng hợp acesulfam kali,37.036213
chất tạo ngọt acesulfam kali tổng hợp,chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,29.22845
chất tạo ngọt acesulfam kali tổng hợp,chất tạo ngọt tổng hợp acesulfame kali,27.012032
chất tạo ngọt acesulfam kali tổng hợp,chất tạo ngọt tổng hợp lacesulfam kali,27.012032
chất tạo ngọt acesulfam kali tổng hợp,chất tạo ngọt tổng hợp,24.041828
chất tạo ngọt acesulfam kali tổng hợp,chất tạo ngọt tổng hợp sucralose,22.914064
chất tạo ngọt acesulfam kali tổng hợp,chất tạo ngọt aspartame tổng hợp,22.914064
chất tạo ngọt acesulfam kali tổng hợp,chất tạo ngọt acesulfame potassium tổng hợp,21.893097
chất tạo ngọt acesulfam kali tổng hợp,chất tạo độ ngọt tổng hợp,20.969055
chiết xuất yến mạch,yến mạch,15.376783
chiết xuất yến mạch,chiết xuất mạch nha lúa mạch,15.040815
chiết xuất yến mạch,chiết xuất mạch nha,15.009982
chiết xuất yến mạch,chiết xuất lúa mạch,15.009982
chiết xuất yến mạch,bột yến mạch,14.475096
chiết xuất yến mạch,dịch yến mạch,14.475096
chiết xuất yến mạch,yến mạch mảnh,14.475096
chiết xuất yến mạch,chiết xuất mạch nha từ lúa mạch,14.379265
chiết xuất yến mạch,chiết xuất mạch nha tử lúa mạch,14.379265
hương rau giống tự nhiên,hương tự nhiên giống tự nhiên,19.926954
hương rau giống tự nhiên,hương giống tự nhiên,19.556717
